ID;Case ID;CHAMBER;YEAR;NAME;Area;Outcome;Econ_Ideology_Median;Econ_Ideology_Rapporteur;Legal_Expertise_Median;Legal_Expertise_Rapporteur;Europhilia_Median;Europhilia_rapporteur;Rapporteur_Name;Ease_Doing_Business;Legal_Practice;Gov_Left_Right;Gov_Europhilia;Legal_Tradition;Country
158;tj-50/06, 56/06, 60/06, 62/06, 69/06;4;2007; ireland french republic italian republic eurallumina spa (t-62/06) and aughinish alumina ltd (t-69/06) v commission of the european communities;1;commission;4.566239316;5.166666667;7.119891989;6.172527473;6.928571429;6.928571429;Papasavvas (CY);65.58;no;13.59957576;4.338151515;civil_law;cyprus
409;tj-50/06, 56/06, 60/06, 62/06, 69/06;4;2012;Ireland et al. V Commission;1;commission;5.272727273;5.272727273;5.854545455;5.854545455;6.454545455;6.454545455;Pelikánová (CZ);70.12;no;4.509831683;4.285861386;socialist;czech republic
67;tj-50/03;3;2008; saint-gobain gyproc belgium nv v commission of the european communities;0;plaintiff;4.836412564;4.428571429;6.571428571;6.571428571;7.923769238;7.142857143;Tiili (FI);81.28;no;1.831150943;4.51504717;civil_law;finland
28;tj-50/00;2;2004; dalmine spa v commission of the european communities;0;commission;4.155555556;3.318390805;7.666666667;7.859770115;7.466666667;6.2;Forwood (UK);83.76;yes;-8.072;3.012;common_law;UK
2;tj-5/97;5;2000; industrie des poudres sphériques sa v commission of the european communities;0;plaintiff;4.155555556;4.155555556;7.666666667;7.006666667;6.888888889;7.466666667;García-Valdecasas y Fernández (ES);69.22;yes;11.648;5.064;civil_law;spain
53;tj-5/02;1;2002; tetra laval bv v commission of the european communities;0;commission;3.521984551;3.521984551;7.859771149;8.187878788;6.666666667;7.764705882;Vesterdorf (DK);83.96;no;-29.17268657;3.626268657;civil_law;denmark
52;tj-5/00, 6;1;2003; nederlandse federatieve vereniging voor de groothandel op elektrotechnisch gebied and technische unie bv v commission of the european communities;0;plaintiff;3.521984551;3.318390805;7.859771149;7.859770115;6.2;6.2;Forwood (UK);83.76;yes;-8.072;3.012;common_law;UK
632;tj-499/12;8;2015;hsh investment holdings coinvest-c sàrl and hsh investment holdings fso sàrl v european commission;1;plaintiff;5.166666667;4.555555556;6.583333333;6.583333333;7.75;5.666666667;Wetter (SW);82.1;no;0.964115607;1.941352601;civil_law;sweden
275;tj-499/10;2;2013; mol magyar olaj- és gázipari nyrt;1;commission;5.848484848;5.866666667;5.871794872;4.68;6.538461538;7.2;Schwarcz (SK);70.72;no;-1.785411765;2.532882353;socialist;slovakia
585;tj-497/07;8;2013;Compañía Española de Petróleos (CEPSA)1;0;plaintiff;5.75;5.75;6.577941176;7.7;6.777777778;6;Truchot (FR);70.68;no;11.987;4.627;civil_law;france
586;tj-496/07;8;2013;Repsol Lubricantes y Especialidades et al v Commission;0;plaintiff;5.75;5.75;6.577941176;7.7;6.777777778;6;Truchot (FR);70.68;no;11.987;4.627;civil_law;france
370;tj-494/08, 500, 509;8;2010; ryanair ltd v european commission;1;plaintiff;5.166666667;5.166666667;7.386363636;6.172527473;6.928571429;6.928571429;Papasavvas (CY);65.58;no;13.59957576;4.338151515;civil_law;cyprus
160;tj-49/02, 51;2;2005; brasserie nationale sa (anc;0;plaintiff;4.566239316;4.566239316;7.119891989;7.101098901;6.454545455;7.769230769;Meij (NL);73.8;no;9.96528866;2.532268041;civil_law;netherlands
569;tj-489/11;4;2013;Rousse Industry AD;1;plaintiff;5.178571429;5.272727273;6.875;5.854545455;6;6.454545455;Pelikánová (CZ);70.12;no;4.509831683;4.285861386;socialist;czech republic
526;tj-487/11;4;2014;banco privado sa and massa insolvente do banco privado sa v european commission;1;plaintiff;5;4.444444444;5.9;5.9;6.75;5.833333333;Kreuschitz (AT);76.12;no;8.890333333;4.871555556;civil_law;austria
636;tj-486/11;8;2015;orange polska formerly telekomunikacja polska s;0;plaintiff;5.166666667;5.166666667;6.583333333;6.2;7.75;7.75;Popescu (RO);66.88;no;-3.340980392;1.984509804;socialist;romania
527;tj-485/11;4;2015;akzo nobel nv and akcros chemicals ltd v european commission;0;commission;5;6.333333333;5.9;4.7;6.75;6.75;Labucka (LV);76.58;no;-1.521333333;2.214333333;socialist;latvia
591;tj-482/07;8;2013;Nynäs Petroleum AB et al v Commission;0;commission;5.75;5.75;6.577941176;7.7;6.777777778;6;Truchot (FR);70.68;no;11.987;4.627;civil_law;france
302;tj-48/04;3;2009; qualcomm wireless business solutions europe bv v commission of the european communities;0;plaintiff;4.833333333;4.493177388;6.875;7.810526316;7.25;7.842105263;Azizi (AT);76.12;no;-10.65414013;0;civil_law;austria
198;tj-48/02;5;2005;brouwerij haacht nv v commission of the european communities;0;plaintiff;5.185185185;4.881127451;6.577941176;6.577941176;6.888888889;7.823529412;Ribeiro (PT);73.3;no;-2.923764706;0.617294118;civil_law;portugal
36;tj-48/00;2;2004; corus uk formerly british steel plc v commission of the european communities;0;commission;4.155555556;3.318390805;7.666666667;7.859770115;7.466666667;6.2;Forwood (UK);83.76;yes;-8.072;3.012;common_law;UK
637;tj-479/11, 157/12;8;2016;french republic and ifp énergies nouvelles v european commission;1;commission;5.166666667;4.555555556;6.583333333;6.583333333;7.75;5.666666667;Wetter (SW);82.1;no;0.964115607;1.941352601;civil_law;sweden
491;tj-475/04;4;2007; bouygues sa and bouygues télécom sa v commission of the european communities;1;plaintiff;5.611111111;6.404761905;6.542857143;6.542857143;8.454545455;5.857142857;Legal  (FR);70.68;no;15.90978351;9.720350515;civil_law;france
299;tj-474/04;3;2007; pergan hilfsstoffe für industrielle prozesse gmbh v commission of the european communities;0;commission;4.833333333;4.493177388;7.566256413;7.810526316;7.842152632;7.842105263;Azizi (AT);76.12;no;-10.65414013;0;civil_law;austria
334;tj-473/12;9;2015;aer lingus ltd v european commission;1;commission;5.888888889;5.483333333;5.8;7.257692308;7.833333333;7.833333333;Berardis (IT);66.5;no;NA;NA;civil_law;italy
321;tj-472/13;9;2016;H. Lundbeck A/S et al. V commission;0;plaintiff;5.888888889;5.483333333;5.8;7.257692308;7.833333333;7.833333333;Berardis (IT);66.5;no;NA;NA;civil_law;italy
638;tj-472/09, 55/10;8;2014;sp spa v european commission;0;commission;5.483333333;4.881127451;6.577941176;6.577941176;7.823529412;7.823529412;Ribeiro (PT);73.3;no;-2.923764706;0.617294118;civil_law;portugal
256;tj-471/11;2;2014;éditions odile jacob sas v european commission;0;plaintiff;4.88112746;5.314814815;7.3;7.847222222;6.5;6.444444444;Gervasoni (IT);66.5;no;32.49559223;2.850669903;civil_law;italy
520;tj-470/11;4;2015;total sa and elf aquitaine sa v european commission;0;commission;5;6.333333333;5.9;4.7;6.75;6.75;Labucka (LV);76.58;no;-1.521333333;2.214333333;socialist;latvia
529;tj-47/10;4;2015;akzo nobel nv and others v european commission;0;commission;5;6.333333333;5.9;4.7;6.75;6.75;Labucka (LV);76.58;no;-1.521333333;2.214333333;socialist;latvia
372;tj-465/12;3;2015;agc glass europe and others v european commission;0;plaintiff;5.166666667;3.318390805;6.172527473;7.859770115;6.2;6.2;Forwood (UK);83.76;yes;-8.072;3.012;common_law;UK
296;tj-464/04;3;2006; independant music publishers and labels association association internationale) v commission of the european communities;0;commission;4.833333333;4.836410256;7.566256413;7.566025641;7.842152632;7.923076923;Jaeger (LU);66.74;no;18.79802632;1.047973684;civil_law;luxembourg
549;tj-462/13;5;2015;comunidad autónoma del país vasco and sa v european commission;1;plaintiff;5.778787879;5.778787879;7.3;7.386363636;7.2;6.363636364;Dittrich (DE);79.34;no;-11.85245089;0.954897321;civil_law;germany
389;tj-462/12;3;2015;pilkington group ltd v european commission;0;commission;5.166666667;3.318390805;6.172527473;7.859770115;6.2;6.2;Forwood (UK);83.76;yes;-8.072;3.012;common_law;UK
582;tj-462/07;8;2013;Galp Energía España, SA et al v Commission;0;commission;5.75;5.75;6.577941176;7.7;6.777777778;6;Truchot (FR);70.68;no;11.987;4.627;civil_law;france
537;tj-461/13;5;2015;kingdom of spain v european commission;1;plaintiff;5.778787879;5.778787879;7.3;7.386363636;7.2;6.363636364;Dittrich (DE);79.34;no;-11.85245089;0.954897321;civil_law;germany
393;tj-461/12;3;2014;hansestadt lübeck v european commission;1;commission;5.166666667;5.166666667;6.172527473;6.172527473;6.2;6.928571429;Papasavvas (CY);65.58;no;13.59957576;4.338151515;civil_law;cyprus
516;tj-461/07;5;2011; visa europe ltd and visa international service v european commission;0;plaintiff;5;5;6.2;6.2;7.923769238;8.25;Prek (SI);66.76;yes;2.449346939;1.827489796;socialist;slovenia
217;tj-458/09, 171;8;2012; slovak telekom a;0;plaintiff;4.88112746;4.881127451;6.69999999;6.577941176;7.545454545;7.823529412;Ribeiro (PT);73.3;no;-2.923764706;0.617294118;civil_law;portugal
41;tj-458/04;1;2007; au lys de france sa v commission of the european communities;0;plaintiff;4.155555556;6.333333333;7.666666667;4.7;7.466666667;6.75;Labucka (LV);76.58;no;-1.521333333;2.214333333;socialist;latvia
643;tj-457/09;1;2014; westfälisch-lippischer sparkassen- und giroverband v european commission;1;plaintiff;5.222222222;4.424242424;7.847222222;6.690909091;7.545454545;7.545454545;Kanninen (FI);81.28;no;18.789624;2.255232;civil_law;finland
625;tj-456/10;8;2015;timab industries and cie financière et de participations roullier (cfpr) v european commission;0;plaintiff;5.222222222;4.555555556;6.2;6.583333333;7.75;5.666666667;Wetter (SW);82.1;no;0.964115607;1.941352601;civil_law;sweden
195;tj-456/05;5;2010; gütermann ag (t-456/05) and zwicky & co;0;plaintiff;5.185185185;5;6.2;6.2;8.25;8.25;Prek (SI);66.76;yes;2.449346939;1.827489796;socialist;slovenia
189;tj-455/05;5;2008; componenta oyj v commission of the european communities;1;commission;5.185185185;6.166666667;6.2;3.8;8.25;9.5;Ciuca (RO);66.88;no;-4.406567164;3.064328358;socialist;romania
385;tj-452/08;8;2010; dhl aviation sa/nv and dhl hub leipzig gmbh v european commission;1;plaintiff;5.166666667;5.166666667;6.577941176;6.172527473;6.928571429;6.928571429;Papasavvas (CY);65.58;no;13.59957576;4.338151515;civil_law;cyprus
192;tj-452/05;5;2010; belgian sewing thread (bst) nv v european commission;0;commission;5.185185185;5;6.2;6.2;8.25;8.25;Prek (SI);66.76;yes;2.449346939;1.827489796;socialist;slovenia
575;tj-452/04;6;2010;éditions odile jacob sas v european commission;0;commission;5.75;5.75;7.119891989;7.7;7.333333333;6;Truchot (FR);70.68;no;11.987;4.627;civil_law;france
596;tj-451/08;6;2013;Föreningen Svenska Tonsättares Internationella Musikbyrå u.p.a. (Stim);0;plaintiff;4.424242424;4.424242424;6.828571429;6.690909091;7.857142857;7.545454545;Kanninen (FI);81.28;no;18.789624;2.255232;civil_law;finland
177;tj-450/05;5;2009; automobiles peugeot sa and peugeot nederland nv v commission of the european communities;0;commission;5.185185185;5.185185185;6.2;6.711111111;8.25;6.888888889;Vilaras (EL);61.46;no;13.795;4.592;civil_law;greece
507;tj-45/07;1;2011; unipetrol a;0;commission;5.611111111;5.848484848;5.871794872;5.871794872;7.428571429;6.538461538;Dehousse (BE);70;no;16.97852577;2.363010309;civil_law;belgium
323;tj-448/07;3;2012;ykk corp;0;plaintiff;5.888888889;6.333333333;5.8;4.7;8;6.75;Labucka (LV);76.58;no;-1.521333333;2.214333333;socialist;latvia
209;tj-448/05;5;2010; oxley threads ltd v european commission;0;plaintiff;5.185185185;5;6.2;6.2;8.25;8.25;Prek (SI);66.76;yes;2.449346939;1.827489796;socialist;slovenia
193;tj-446/05;5;2010; amann & söhne gmbh & co;0;plaintiff;5.185185185;5;6.2;6.2;8.25;8.25;Prek (SI);66.76;yes;2.449346939;1.827489796;socialist;slovenia
336;tj-445/07;3;2012; berning & söhne gmbh & co;0;plaintiff;5.888888889;6.333333333;5.8;4.7;8;6.75;Labucka (LV);76.58;no;-1.521333333;2.214333333;socialist;latvia
208;tj-445/05;5;2009; associazione italiana del risparmio gestito and fineco asset management spa v commission of the european communities;1;plaintiff;5.185185185;5.848484848;5.871794872;5.871794872;6.538461538;6.538461538;Dehousse (BE);70;no;16.97852577;2.363010309;civil_law;belgium
395;tj-443/08, 455;8;2011; freistaat sachsen and land sachsen-anhalt (t-443/08) and mitteldeutsche flughafen ag and flughafen leipzig-halle gmbh (t-455/08) v european commission;1;commission;5.166666667;5.166666667;6.577941176;6.172527473;6.928571429;6.928571429;Papasavvas (CY);65.58;no;13.59957576;4.338151515;civil_law;cyprus
617;tj-442/08;6;2013;International Confederation of Societies of Authors and Composers (CISAC);0;commission;4.424242424;4.424242424;6.828571429;6.690909091;7.857142857;7.545454545;Kanninen (FI);81.28;no;18.789624;2.255232;civil_law;finland
387;tj-442/07;5;2011; ryanair ltd v european commission;1;commission;5.166666667;6.444444444;6.172527473;4.533333333;6.928571429;7.333333333;Vadapalas (LT);74.22;no;6.411588235;0.614254902;socialist;lithuania
188;tj-442/03;5;2008; sic - sociedade independente de sa v commission of the european communities;1;commission;5.185185185;5.185185185;6.577941176;6.711111111;6.888888889;6.888888889;Vilaras (EL);61.46;no;13.795;4.592;civil_law;greece
502;tj-44/07;1;2011; kaucuk a;0;commission;5.611111111;5.848484848;5.871794872;5.871794872;7.428571429;6.538461538;Dehousse (BE);70;no;16.97852577;2.363010309;civil_law;belgium
6;tj-44/02, 54/02, 56/02, 60/02, 61/02;4;2006;Dresdner Bank AG et al v Commission;0;commission;4.16;4.91;7.01;7.01;7.47;6.73;Lindh (SW);82.1;no;23.786;3.398;civil_law;sweden
44;tj-44/00;2;2004; mannesmannröhren-werke ag v commission of the european communities;0;commission;4.155555556;3.318390805;7.666666667;7.859770115;7.466666667;6.2;Forwood (UK);83.76;yes;-8.072;3.012;common_law;UK
335;tj-439/07;3;2012; coats holdings ltd v european commission;0;plaintiff;5.888888889;6.333333333;5.8;4.7;8;6.75;Labucka (LV);76.58;no;-1.521333333;2.214333333;socialist;latvia
398;tj-437/08;4;2011;cdc hydrogene peroxide cartel damage claims (cdc hydrogene peroxide) v european commission;0;commission;5.272727273;5.272727273;5.854545455;5.854545455;6.454545455;6.454545455;Pelikánová (CZ);70.12;no;4.509831683;4.285861386;socialist;czech republic
553;tj-436/10;6;2015;hit groep bv v european commission;0;plaintiff;5.178571429;5.178571429;6.875;6.875;6.538461538;6;Frimodt Nielsen (DK);83.96;no;-0.735828571;0.293914286;civil_law;denmark
609;tj-434/08;6;2013;Tono;0;commission;4.424242424;4.424242424;6.828571429;6.690909091;7.857142857;7.545454545;Kanninen (FI);81.28;no;18.789624;2.255232;civil_law;finland
606;tj-433/08;6;2013;Società italiana degli autori ed editori (SIAE), v Commission;0;commission;4.424242424;4.424242424;6.828571429;6.690909091;7.857142857;7.545454545;Kanninen (FI);81.28;no;18.789624;2.255232;civil_law;finland
355;tj-432/10;3;2013;Vivendi v Commission;0;plaintiff;5.888888889;5.888888889;5.8;5.8;8;8;Czúcz (HU);67.4;no;12.90320202;0.117777778;socialist;hungary
620;tj-432/08;6;2013;Staatlich genehmigte Gesellschaft der Autoren, Komponisten und Musikverleger reg. Gen. mbH;0;commission;4.424242424;4.424242424;6.828571429;6.690909091;7.857142857;7.545454545;Kanninen (FI);81.28;no;18.789624;2.255232;civil_law;finland
199;tj-432/05;5;2010; emc development ab v european commission;0;plaintiff;5.185185185;6.166666667;6.2;3.8;8.25;9.5;Ciuca (RO);66.88;no;-4.406567164;3.064328358;socialist;romania
68;tj-43/02;3;2006; jungbunzlauer ag v commission of the european communities;0;plaintiff;4.836412564;4.493177388;7.566256413;7.810526316;7.842152632;7.842105263;Azizi (AT);76.12;no;-10.65414013;0;civil_law;austria
597;tj-428/08;6;2013;Samband tónskálda og eigenda flutningsréttar (STEF);0;commission;4.424242424;4.424242424;6.828571429;6.690909091;7.857142857;7.545454545;Kanninen (FI);81.28;no;18.789624;2.255232;civil_law;finland
312;tj-427/08;4;2010; confédération européenne des associations d’horlogers-réparateurs (ceahr) v european commission;0;commission;5.888888889;5.888888889;5.8;5.8;6.75;8;Czúcz (HU);67.4;no;12.90320202;0.117777778;socialist;hungary
303;tj-427/04, 17/05;3;2009; french republic (t-427/04) and france télécom sa (t-17/05) v commission of the european communities;1;plaintiff;4.833333333;5.178571429;6.875;6.875;7.25;6;Frimodt Nielsen (DK);83.96;no;-0.735828571;0.293914286;civil_law;denmark
560;tj-426/10, 429/10, 438/12-441/12;6;2016;moreda-riviere sa and others v european commission;0;plaintiff;5.178571429;5.178571429;6.875;6.875;6.538461538;6;Frimodt Nielsen (DK);83.96;no;-0.735828571;0.293914286;civil_law;denmark
279;tj-425/11;2;2014;hellenic republic v european commission;1;commission;5.848484848;5.848484848;5.871794872;5.871794872;6.538461538;6.538461538;Dehousse (BE);70;no;16.97852577;2.363010309;civil_law;belgium
598;tj-425/08;6;2013;Koda;0;commission;4.424242424;4.424242424;6.828571429;6.690909091;7.857142857;7.545454545;Kanninen (FI);81.28;no;18.789624;2.255232;civil_law;finland
285;tj-425/04, 444/04, 450/04, 456/04;6;2010; french republic france télécom sa bouygues sa and bouygues télécom sa (t-450/04) and association française des opérateurs de réseaux et services de télécommunications (afors télécom) (t-456/04) v european commission;1;commission;4.833333333;4.493177388;6.6;7.810526316;6.75;7.842105263;Azizi (AT);76.12;no;-10.65414013;0;civil_law;austria
203;tj-424/05;5;2009; italian republic v commission of the european communities;1;plaintiff;5.185185185;5.848484848;5.871794872;5.871794872;6.538461538;6.538461538;Dehousse (BE);70;no;16.97852577;2.363010309;civil_law;belgium
563;tj-423/10;6;2015;redaelli tecna spa v european commission;0;plaintiff;5.178571429;5.178571429;6.875;6.875;6.538461538;6;Frimodt Nielsen (DK);83.96;no;-0.735828571;0.293914286;civil_law;denmark
375;tj-423/07;5;2011; ryanair ltd v european commission;1;plaintiff;5.166666667;6.444444444;6.172527473;4.533333333;6.928571429;7.333333333;Vadapalas (LT);74.22;no;6.411588235;0.614254902;socialist;lithuania
556;tj-422/10;6;2015;trafilerie meridionali spa v european commission;0;commission;5.178571429;5.178571429;6.875;6.875;6.538461538;6;Frimodt Nielsen (DK);83.96;no;-0.735828571;0.293914286;civil_law;denmark
599;tj-422/08;6;2013;Société des auteurs, compositeurs et éditeurs de musique (SACEM);0;commission;4.424242424;4.424242424;6.828571429;6.690909091;7.857142857;7.545454545;Kanninen (FI);81.28;no;18.789624;2.255232;civil_law;finland
269;tj-422/07;2;2012; djebel - sa v european commission;1;plaintiff;5.848484848;5.866666667;5.871794872;4.68;6.538461538;7.2;Schwarcz (SK);70.72;no;-1.785411765;2.532882353;socialist;slovakia
594;tj-421/09;1;2012; dimosia epicheirisi ilektrismou ae (dei) v european commission;0;commission;4.424242424;4.424242424;6.828571429;6.690909091;7.545454545;7.545454545;Kanninen (FI);81.28;no;18.789624;2.255232;civil_law;finland
619;tj-421/08;6;2013;Performing Right Society Ltd;0;commission;4.424242424;4.424242424;6.828571429;6.690909091;7.857142857;7.545454545;Kanninen (FI);81.28;no;18.789624;2.255232;civil_law;finland
257;tj-421/07;1;2011; deutsche post ag v european commission;1;plaintiff;4.88112746;4.424242424;6.69999999;6.690909091;7.545454545;7.545454545;Kanninen (FI);81.28;no;18.789624;2.255232;civil_law;finland
611;tj-420/08;6;2013;Združenje skladateljev, avtorjev in založnikov za zaš?ito avtorskih pravic Slovenije (SAZAS);0;commission;4.424242424;4.424242424;6.828571429;6.690909091;7.857142857;7.545454545;Kanninen (FI);81.28;no;18.789624;2.255232;civil_law;finland
493;tj-42/07;1;2011; the dow chemical company and others v european commission;0;commission;5.611111111;5.848484848;5.871794872;5.871794872;7.428571429;6.538461538;Dehousse (BE);70;no;16.97852577;2.363010309;civil_law;belgium
610;tj-419/08;6;2013;Lietuvos autori? teisi? gynimo asociacijos agent?ra (LATGA-A);0;commission;4.424242424;4.424242424;6.828571429;6.690909091;7.857142857;7.545454545;Kanninen (FI);81.28;no;18.789624;2.255232;civil_law;finland
415;tj-419/03;2;2011; altstoff recycling austria ag v european commission;0;plaintiff;5.272727273;5;5.854545455;6.828571429;6.454545455;7.857142857;Soldevila Fragoso (ES);69.22;no;12.391;2.46;civil_law;spain
567;tj-418/10;6;2015;voestalpine ag and voestalpine wire rod austria gmbh v european commission;0;commission;5.178571429;5.178571429;6.875;6.875;6.538461538;6;Frimodt Nielsen (DK);83.96;no;-0.735828571;0.293914286;civil_law;denmark
604;tj-418/08;6;2013;Ochranný svaz autorský pro práva k díl?m hudebním o.s. (OSA);0;commission;4.424242424;4.424242424;6.828571429;6.690909091;7.857142857;7.545454545;Kanninen (FI);81.28;no;18.789624;2.255232;civil_law;finland
616;tj-417/08;6;2013;Sociedade Portuguesa de Autores CRL;0;commission;4.424242424;4.424242424;6.828571429;6.690909091;7.857142857;7.545454545;Kanninen (FI);81.28;no;18.789624;2.255232;civil_law;finland
59;tj-417/05;3;2006; sa v commission of the european communities;0;plaintiff;4.836412564;4.836410256;6.571428571;7.566025641;7.923769238;7.923076923;Jaeger (LU);66.74;no;18.79802632;1.047973684;civil_law;luxembourg
618;tj-416/08;6;2013;Eesti Autorite Ühing;0;commission;4.424242424;4.424242424;6.828571429;6.690909091;7.857142857;7.545454545;Kanninen (FI);81.28;no;18.789624;2.255232;civil_law;finland
623;tj-415/08;6;2013;Irish Music Rights Organisation Ltd;0;commission;4.424242424;4.424242424;6.828571429;6.690909091;7.857142857;7.545454545;Kanninen (FI);81.28;no;18.789624;2.255232;civil_law;finland
92;tj-415/05, 416/05, 423/05;6;2010; hellenic republic olympiakes aerogrammes ae (t-416/05) and olympiaki aeroporia ypiresies ae (t-423/05) v european commission;1;commission;4.836412564;4.566239316;7.566256413;7.101098901;7.769237692;7.769230769;Meij (NL);73.8;no;9.96528866;2.532268041;civil_law;netherlands
600;tj-414/08;6;2013;Autorties?bu un komunic?šan?s konsult?ciju a?ent?ra/Latvijas Autoru apvien?ba;0;commission;4.424242424;4.424242424;6.828571429;6.690909091;7.857142857;7.545454545;Kanninen (FI);81.28;no;18.789624;2.255232;civil_law;finland
565;tj-413/10, 414;6;2015;socitrel - sociedade industrial de sa and companhia previdente-sociedade de controle de participações sa v european commission;0;plaintiff;5.178571429;5.178571429;6.875;6.875;6.538461538;6;Frimodt Nielsen (DK);83.96;no;-0.735828571;0.293914286;civil_law;denmark
605;tj-413/08;6;2013;Slovenský ochranný Zväz Autorský pre práva k hudobným dielam (SOZA);0;commission;4.424242424;4.424242424;6.828571429;6.690909091;7.857142857;7.545454545;Kanninen (FI);81.28;no;18.789624;2.255232;civil_law;finland
399;tj-412/10;4;2013; roca v european commission;0;commission;5.272727273;5.333333333;5.854545455;4.244444444;6.454545455;5.555555556;Jürimäe (EE);78.06;no;-1.592066667;3.5989;socialist;estonia
400;tj-411/10;4;2013; laufen austria ag v european commission;0;plaintiff;5.272727273;5.333333333;5.854545455;4.244444444;6.454545455;5.555555556;Jürimäe (EE);78.06;no;-1.592066667;3.5989;socialist;estonia
614;tj-411/08;6;2013;Artisjus Magyar Szerz?i Jogvéd? Iroda Egyesület;0;commission;4.424242424;4.424242424;6.828571429;6.690909091;7.857142857;7.545454545;Kanninen (FI);81.28;no;18.789624;2.255232;civil_law;finland
287;tj-411/07;3;2010;aer lingus group plc v european commission;0;plaintiff;4.833333333;5.178571429;6.875;6.875;7.25;6;Frimodt Nielsen (DK);83.96;no;-0.735828571;0.293914286;civil_law;denmark
474;tj-411/05;4;2007; gerolf annemans v commission of the european communities;0;plaintiff;5.611111111;5.611111111;6.542857143;5.466666667;8.454545455;8.666666667;Wiszniewska-Balecka (PL);69.56;no;4.31;2.586;socialist;poland
356;tj-410/09;3;2012;Almamet GmbH Handel mit Spänen und Pulvern aus Metall;0;plaintiff;5.888888889;5.222222222;5.8;8.066666667;8;8.333333333;Gratsias (EL);61.46;no;20.727;0.696;civil_law;greece
621;tj-410/08;6;2013;Gesellschaft für musikalische Aufführungs- und mechanische Vervielfältigungsrechte (GEMA);0;commission;4.424242424;4.424242424;6.828571429;6.690909091;7.857142857;7.545454545;Kanninen (FI);81.28;no;18.789624;2.255232;civil_law;finland
164;tj-410/03;5;2008; hoechst gmbh v commission of the european communities;0;commission;5.185185185;5.848484848;5.871794872;5.871794872;6.538461538;6.538461538;Dehousse (BE);70;no;16.97852577;2.363010309;civil_law;belgium
108;tj-41/96;5;2000; bayer ag v commission of the european communities;0;commission;4.833333333;4.155555556;6.866666667;7.006666667;6.888888889;7.466666667;García-Valdecasas y Fernández (ES);69.22;yes;11.648;5.064;civil_law;spain
313;tj-41/05;4;2011; alliance one inc;0;commission;5.888888889;4.833333333;5.8;6.6;6.75;5.5;O'Higgins (IE);80.6;yes;10.41148837;1.246186047;common_law;ireland
642;tj-409/12;1;2016;mitsubishi electric corp;0;plaintiff;5.222222222;5.272727273;6.69999999;5.854545455;7.545454545;6.454545455;Pelikánová (CZ);70.12;no;4.509831683;4.285861386;socialist;czech republic
407;tj-408/10;4;2013; roca sa v european commission;0;commission;5.272727273;5.333333333;5.854545455;4.244444444;6.454545455;5.555555556;Jürimäe (EE);78.06;no;-1.592066667;3.5989;socialist;estonia
568;tj-406/10;6;2015;Emesa-Trefilería SA et al v Commission;0;plaintiff;5.178571429;5.178571429;6.875;6.875;6.538461538;6;Frimodt Nielsen (DK);83.96;no;-0.735828571;0.293914286;civil_law;denmark
338;tj-406/09;3;2014;donau chemie ag v european commission;0;commission;5.888888889;5.222222222;5.8;8.066666667;8;8.333333333;Gratsias (EL);61.46;no;20.727;0.696;civil_law;greece
562;tj-406/08;1;2013; industries chimiques du fluor (icf) v european commission;0;plaintiff;5.178571429;4.493177388;6.875;7.810526316;6.75;7.842105263;Azizi (AT);76.12;no;-10.65414013;0;civil_law;austria
213;tj-405/08;8;2013;SPAR Österreichische Warenhandels AG;0;plaintiff;4.88112746;4.424242424;6.69999999;6.690909091;7.545454545;7.545454545;Kanninen (FI);81.28;no;18.789624;2.255232;civil_law;finland
645;tj-404/12;1;2016;toshiba corp;0;plaintiff;5.222222222;5.272727273;6.69999999;5.854545455;7.545454545;6.454545455;Pelikánová (CZ);70.12;no;4.509831683;4.285861386;socialist;czech republic
552;tj-404/08;1;2013; fluorsid spa and minmet financing co;0;plaintiff;5.178571429;4.493177388;6.875;7.810526316;6.75;7.842105263;Azizi (AT);76.12;no;-10.65414013;0;civil_law;austria
289;tj-403/05;3;2008;mytravel group plc v commission of the european communities;0;commission;4.833333333;5.178571429;6.875;6.875;7.25;6;Frimodt Nielsen (DK);83.96;no;-0.735828571;0.293914286;civil_law;denmark
523;tj-402/13;4;2014;orange v european commission;0;plaintiff;5;5;5.9;6.2;6.75;8.25;Prek (SI);66.76;yes;2.449346939;1.827489796;socialist;slovenia
615;tj-401/08;6;2013; säveltäjäin tekijänoikeustoimisto teosto ry v european commission;0;commission;4.424242424;4.424242424;6.828571429;6.690909091;7.857142857;7.545454545;Kanninen (FI);81.28;no;18.789624;2.255232;civil_law;finland
319;tj-400/09;3;2012;Ecka Granulate GmbH & Co. KG;0;plaintiff;5.888888889;5.222222222;5.8;8.066666667;8;8.333333333;Gratsias (EL);61.46;no;20.727;0.696;civil_law;greece
574;tj-40/06;6;2010; trioplast industrier ab v european commission;0;commission;5.75;4.566239316;7.119891989;7.101098901;7.333333333;7.769230769;Meij (NL);73.8;no;9.96528866;2.532268041;civil_law;netherlands
234;tj-399/11;2;2014;banco sa and santusa sl v european commission;1;commission;4.88112746;5.314814815;7.3;7.847222222;6.444444444;6.444444444;Gervasoni (IT);66.5;no;32.49559223;2.850669903;civil_law;italy
329;tj-399/09;3;2013;Holding Slovenske elektrarne d.o.o. (HSE);0;plaintiff;5.888888889;5.222222222;5.8;8.066666667;8;8.333333333;Gratsias (EL);61.46;no;20.727;0.696;civil_law;greece
